ResponseId;conseq;wtp_1;wtp_2;wtp_explain_diff;wtp_explain_same;wtp_explain_pos;code_conseq;comment;coder
R_3FIPGu1Z2NUApiD;waste;50;0;because it doesnt help the world as a whole, it essentially does nothing for the world.;;;conseq;;CB
R_eWMsTeB11EUJyh3;waste;500;500;;I feel like option 1 would be worth more than option 2 because in the first one the it decreases and in the second option the waste does not change at all;I would pay more if the option number 2 would change some but not if the was does not stay the same.;conseq;;CB
R_3qL4IpC2Ky2unf3;waste;300;0;I think believing and seeing personal impact on the greater whole is very important. I'm not as excited or enthusiastic if I realize that my personal impact made no greater macro-level impact, hence I'm not willing to pay in situation 2.;;;conseq;;CB
R_BSvIxKnO67uiGJ3;waste;20;0;It doesn't seem worthwhile to reduce my personal non recyclable waste if it does not positively contribute to anything, including my community;;;conseq;;CB
R_2bIaQwNwzMndbRi;waste;100;100;;Because I know I would be trying to do my part in reducing the waste amount even if just my actions don't affect the total, it's a start.;If everyone just gave up we would never make a difference, but if one person starts to change things, others might follow. Then we could eventually make a change.;deont: ownpart, conseqstill;;CB
R_qLqtMkiBAdyu9X3;waste;20;0;Due to the fact that I am willing to sacrifice and even pay money, if everybody is doing their own part. If they aren't then that means I should not put any effort at all in trying to reduce our carbon footprint or recycle.;;;conseq;;CB
R_1erStrTDvlzy7E6;waste;50;50;;For me, it does not matter whether my choice makes a change or not so long as I believe in it. It's an ethic thing.;I take from the environment, and even if it makes no impact, I'm stilling willing to give back to the environment.;deont: principle;;CB
R_s85jMeSIvoYkeCR;waste;15;0;I would be unwilling to pay if there is no benefit;;;conseq;;CB
R_2q3lclhyJaaX66S;waste;50;50;;"As much as I would love to be Captain Planet, it is going to take a lot of changes beyond my control (unless I had unlimited power/money) to lessen waste.
But from my own household amount of waste, I would be happy to pay an amount to lessen it in my own. The price would be the same because I achieve the same goal within my household regardless.";The price would be the same because I achieve the same goal within my household regardless.;deont;;CB
R_vSjN6t5kU50pbEd;waste;100;0;Because in the second it didn't have an effect on the rest of the world so I didn't see a point in doing it.;;;conseq;;CB
R_3q7GzhW1yziTvvN;waste;0;0;;;;;;CB
R_2OUcLPvcFQuOOjw;waste;100;50;I decided to pay more if my actions had a positive change in the community, otherwise, I would pay less;;I would still pay with the hope my action would make a positive change in the future;conseq, conseqstill;;CB
R_1g10Bs8Kk1pBKS2;waste;10;10;;I feel it is a good thing to do, and that is the amount I feel I can afford to pay.;Even if the global waste does not change, I would not be contributing to it.;deont;;CB
R_1Nk5xhVD4cQvzNX;waste;0;0;;;;;;CB
R_27Wi1uawlaaxMV1;waste;100;0;I would be will to pay if it made a difference but if it did not I would not want to pay.;;;conseq;;CB
R_2xJMPZQzfEoVikv;waste;0;0;;;;;;CB
R_OwWk8euEhLYLgeR;waste;10;1;There's a benefit to paying a larger sum of money to help reduce waste, even though it's a small one.;;It turns into a situation of throwing good money after bad.;other;;CB
R_3lrgnvw3kFpKq0d;waste;300;200;I would pay more money to decrease the large amount of waste significantly. However, I would spend less money on reducing waste because there are no consequences.;;Because  it's the right thing to do to decrease the amout of waste I use.;conseq, deont;;CB
R_BPMTuLmXpMI3J5L;waste;0;0;;;;;;CB
R_2qE53xs3zfv2uRl;waste;25;10;I don't mind paying more for recycled materials, to help the enviroment. In situation #2 I'd pay less but use the remained to advocate for positive policy changes in the goverment;;It still reduces my wastes, and I would talk to friends and neighbors to do the same, then go about campaigning , writting letters to congress, proposing the idea, push to get it votes on, and implimented;conseq, deont;;CB
R_1exC7wSxAyRmeIJ;waste;50;25;If others are not participating I don't want to pay as much.;;Reduces my personal consumption.;conseq, deont;;CB
R_YQ4o9Y6uZxcqfG9;waste;5;5;;It does not matter how much I am recycling, because in comparison to the whole world, it is not that big of a difference.;It would make me feel good about myself.;deont: feelgood;;CB
R_3oI0npoT9WwIF0o;waste;50;0;It is worth paying to take actions that have positive effect. If my actions have no effect, I see little reason to waste my hard-earned money. It's the consequence of not having enough.;;;conseq;;CB
R_2WV8rhZMyeaEddg;waste;7;1;If I am paying money, I would like there to be a tangible benefit to what I am doing. If the amount of waste stays the same, then my money is not being spent for anything.;;I still would feel good knowing my person waste was reduced, so I am still willing to spend a small amount on the waste reduction.;conseq, deont: feelgood;;CB
R_1K1ku9uEuuJflfO;waste;0;0;;;;;;CB
R_1BVmKKCpXepusHk;waste;1;1;;;;;;CB
R_85Mf2Q4IBH8ZDqx;waste;120;12;I have very little disposable or discretionary income, so my options are limited here, as is what I could afford to pay.  However, I care about recycling waste and reducing environmental pollution, so I considered that the amount that I would pay in scenario 1 could be incurred in higher costs for recyclable goods, which I could pay as I go.  $10 per month seems reasonable, so $120 per year.  I will explain my answer for situation 2 in the box that appears below this one.;;In principle, recycling is important even if compliance is not actually prevalent.  So I would still want to reduce my own non recyclable waste, and support such products and services that make recycling possible, even with less of a financial investment, while respecting my own financial limitations and the limitations of the system, which in turn theoretically could still be addressed or remedied.;deont;;CB
R_2qyqcaARUCDTwxw;waste;0;0;;;;;;CB
R_3RrYvY1EeSd2VU9;waste;100;100;;I would feel no matter what the rest of the world is doing I'm doing my part to help alleviate this serious problem.  Also $100/ monthly, I'm assuming it's a monthly fee, is something that I can afford without impacting my life too much.;I would be doing my bit and soothing my conscience.  I would sleep better at night.  This why I still recycle even though I've read creditable sources that my efforts are for naught (NPR, etc.) and these recycled materials end up in some pacific island dump or simply tossed as unusable for recycling or burned like all other trash.;deont: ownpart, deont: feelgood;;CB
R_3hzj49tOixet6i0;waste;0;0;;;;;;CB
R_eyyX0ks2IGz7L8t;waste;15;0;My budget is very tight and if spending to reduce my non-recyclable waste resulted in no improvement, it would be unwise to spend my money that way. I might feel less guilty if I reduced my waste, but if spending money to do it has no effect, it would be better to donate the money to a conservation organization.;;;conseq;;CB
R_DHpfFfvLS5mMpVf;waste;1;0;Why would I pay if it makes no difference?;;;conseq;;CB
R_Uz77dSTlcL1tBO9;waste;10;0;I chose $10 because I would be willing to make a payment but, not much because I am poor, and I chose 0 in scenario 2 because   it would make no difference or might be even counter productive.;;;conseq;;CB
R_5cCzqovjR27wXf3;waste;20;0;If I am just spending money to make it easier for other people to create more waste, there is not much point in it. I'm willing to do it in order to make difference, but I'm not going to throw money away if it's not going to change anything.;;;conseq;;CB
R_10xy1xy8UqiEA33;waste;50;0;It seems pretty unfair to try and reduce knowing that it just made things easier for there to be more waste in the community, and no one else was trying to reduce as well.;;;conseq;;CB
R_2Y4f61MsxWe0gSR;waste;50;0;Why pay more for something if it will not change the end result? If it is going to stay the same either way, I have no need to waste money trying to conserve my efforts only to benefit others in being more wasteful.;;;conseq;;CB
R_2SuFeQLrHWhOF1w;waste;100;0;If *I* can have an actual impact, I'm willing to pay a little more but if what I'm doing has NO impact then I wouldn't be willing to pay anything.;;;conseq;;CB
R_30emo3RRbtUjlqM;waste;100;0;as i would only do it if there was a benefit;;;conseq;;CB
R_3lsksDuv3ow26E5;waste;0;0;;;;;;CB
R_3I0njuqwNNZPIOb;waste;10;0;In the first scenario I would be willing to spend a little to help offset the amount of non-recyclable waste, such as buying a reusable bag or reusable produce bag. But in the second scenario, I am not helping. I am just reducing my own so I am not willing to put money into it if nothing is going to change.;;;conseq;;CB
R_3FQGVPYKl6mOYQd;waste;100;100;;I gave the same answers in the two situations because I think that it would be a personal achievement to reduce my non-recyclable waste and whether it affected anyone else wouldn't be much of my problem.It would cost the same in both situations.;Again, it would be a personal achievement to reduce my waste. Since I pay more than $100 a year for trash pick up, I think that would significantly reduce my need for trash pick up.;deont;;CB
R_1E4HfIqAtNDemIw;waste;5;5;;I believe that recycling materials that are non-biodegradable are inherently problematic. Many of those materials are currently cheaper because industries are set up to produce them. We need to change our mindset with using materials made from fossil fuels (plastics, etc) and switch to materials that dont add to the carbon output.;because both scenarios feel like band-aid solutions to me and $5 is not significant....paying money to slightly adjust the status quo is futile.  If we are to truly change our direction we need more radical solutions.;deont;;CB
R_1QGxRiAepQTygKL;waste;100;80;it feels right;;Spending money wouldn't change the overall result so its of no use;other;;CB
R_25B1uiCt0utlHM3;waste;30;0;Because if my action has no consequence on the world, why pay money I barely have .;;;conseq;;CB
R_277E2HAdozq0OGV;waste;100;50;Because I would feel like my action is more important if I'm clearly making a difference, so would be willing to put more money behind this effort. However, I think that my chance could still be important if it's conjunction with many other people making a change. Therefore, I would still want to make an effort to reduce my waste as well.;;For the reasons above, I think that my change could still be important if many others are making the switch. I would like my contribution to contribute to a total goal.;conseq, deont;;CB
R_2f3rjZFhJitWiXc;waste;50;75;I would be willing to pay a little more in the second case to cover the cost of disposing at least some of other people's incrase in non-reyclable wate.;;I would be willing to pay a little more to cover the cost of the increase in other people's non-recyclable waste.;deont;;CB
R_3psDOwVl9Z5IO2l;waste;20;5;Situation 1, you make a difference in the world while you don't in situation 2.;;It is good in general to reduce your waste so I would still pay.;conseq, deont;;CB
